PlantLocation,Alternative,Capacity,Omega,N_CH4,CO2_Production,Revenue,Cost,Capex,GHG,FLH,PlantLatitude,PlantLongitude,EEG_Revenue,Spot_Revenue,Heat_Revenue,Bonus
Plant_22,Upgrading_tech1,40000000,36529680.365296796,21056210.475853473,15473469.889443325,7.688911284849134,5.8510524240042745,32.57818632069874,8.034913622041113,7999.999999999998,47.77188543985793,12.809335915845663,0.0,0.0,0.0,0.0
Plant_23,Upgrading_tech1,40000000,36529680.365296796,20962577.93028298,15567102.43501382,7.669322955658704,5.846370796725744,32.57818632069874,8.246320600913977,7999.999999999998,48.10119889723127,11.819603634597058,0.0,0.0,0.0,0.0
Plant_24,Upgrading_tech1,40000000,36529680.365296796,21339599.311539005,15190081.053757794,7.748197441905639,5.865221865788541,32.57818632069874,8.915319258420782,7999.999999999998,47.62795463977511,10.18692558125831,0.0,0.0,0.0,0.0
Plant_25,Upgrading_tech1,40000000,36529680.36529704,20809918.106116895,15719762.259180143,7.6373858672062775,5.838737805517453,32.57818632069875,7.656515181704497,8000.000000000052,49.57292856273394,10.424475641760925,0.0,0.0,0.0,0.0
Plant_26,Upgrading_tech1,40000000,36529680.365296796,21211989.41120743,15317690.954089368,7.721500904708799,5.858841370771945,32.57818632069874,7.328266219328803,7999.999999999998,49.30937365363855,11.16562089318682,0.0,0.0,0.0,0.0
Plant_27,FlexEEG_biogas,40000000,36529680.365296796,19902193.957332477,16627486.407964319,11.80658162865439,4.798241900211594,25.95720277350397,0.0,7999.999999999998,48.68657513216829,12.6138488427319,6.1057484727634845,2.6192083335607834,1.5873989900368386,2.348258887117695
Plant_28,Upgrading_tech1,40000000,36529680.36529707,21273094.20775234,15256586.157544728,7.734284289615817,5.861896610599235,32.578186320699125,7.68822793957999,8000.000000000058,49.87485519216399,12.120262621094936,0.0,0.0,0.0,0.0
Plant_29,Upgrading_tech1,40000000,36529680.365296796,20659520.400473733,15870159.964823067,7.605922023628441,5.831217920235287,32.57818632069874,7.324236757286853,7999.999999999998,48.57294519777739,11.037500058766014,0.0,0.0,0.0,0.0
Plant_30,FlexEEG_biogas,40000000,34332897.753117315,19358834.47974827,14974063.273369044,11.633228220926012,4.798241900211594,25.957202773503962,0.0,7518.904607932692,50.30706904603157,10.196781709883036,5.939052463894622,2.5477000528727918,1.5440606381047224,2.348258887117695
Plant_31,FlexEEG_biogas,40000000,36529680.365296796,20131373.144462164,16398307.220834635,11.879698956516243,4.798241900211594,25.95720277350397,0.0,7999.999999999998,48.77819764299221,12.019352036079836,6.176057830355224,2.6493692313037984,1.6056783220023023,2.348258887117695
Plant_32,Upgrading_tech1,40000000,36529680.365296796,21181861.049478065,15347819.315818733,7.715197922514752,5.857334952685497,32.57818632069875,8.800737556944261,7999.999999999998,47.7863074111387,11.865324771605948,0.0,0.0,0.0,0.0
Plant_33,Upgrading_tech1,40000000,36529680.365293995,20415292.565349452,16114387.799944539,7.554828515460109,5.819006528478726,32.57818632069715,6.632993750164475,7999.999999999384,50.10546233866011,9.782077594938317,0.0,0.0,0.0,0.0
