SupplyNode,PlantLocation,Feedstock,FlowTons,Distance_km,,,,,,,,,,,,,
CLUSTER_393,D,rape_str,213.5,13.54605769,,,,,,,,,,,,,
CLUSTER_411,D,cattle_man,18310,28.13255226,,,,,,,,,,,,,
CLUSTER_411,D,horse_man,1163.4,28.13255226,,,,,,,,,,,,,
CLUSTER_411,D,legume_str,302.2,28.13255226,,,,,,,,,,,,,
CLUSTER_411,D,pig_man,527.79,28.13255226,,,,,,,,,,,,,
CLUSTER_411,D,rape_str,409.6,28.13255226,,,,,,,,,,,,,
CLUSTER_415,D,horse_man,3241,54.77782639,,,,,,,,,,,,,
CLUSTER_42,D,cattle_man,15075,36.83631639,,,,,,,,,,,,,
CLUSTER_42,D,horse_man,1097.5,36.83631639,,,,,,,,,,,,,
CLUSTER_42,D,pig_man,1804.5,36.83631639,,,,,,,,,,,,,
CLUSTER_427,D,cattle_man,8930,30.32625344,,,,,,,,,,,,,
CLUSTER_427,D,horse_man,3104.5,30.32625344,,,,,,,,,,,,,
CLUSTER_427,D,legume_str,351,30.32625344,,,,,,,,,,,,,
CLUSTER_427,D,pig_man,799.2,30.32625344,,,,,,,,,,,,,
CLUSTER_428,D,cattle_man,6500,38.30979029,,,,,,,,,,,,,
CLUSTER_428,D,horse_man,792,38.30979029,,,,,,,,,,,,,
CLUSTER_428,D,pig_man,58.397,38.30979029,,,,,,,,,,,,,
CLUSTER_432,D,cattle_man,3340,28.34785216,,,,,,,,,,,,,
CLUSTER_432,D,horse_man,1122.3,28.34785216,,,,,,,,,,,,,
CLUSTER_432,D,legume_str,291.34,28.34785216,,,,,,,,,,,,,
CLUSTER_432,D,pig_man,80.1,28.34785216,,,,,,,,,,,,,
CLUSTER_432,D,rape_str,1000.7,28.34785216,,,,,,,,,,,,,
CLUSTER_44,D,cattle_man,14660,18.18744442,,,,,,,,,,,,,
CLUSTER_44,D,cattle_slu,73970,18.18744442,,,,,,,,,,,,,
CLUSTER_44,D,horse_man,1288,18.18744442,,,,,,,,,,,,,
CLUSTER_44,D,legume_str,336.7,18.18744442,,,,,,,,,,,,,
CLUSTER_44,D,rape_str,694.67,18.18744442,,,,,,,,,,,,,
CLUSTER_446,D,cattle_man,11600,21.15960954,,,,,,,,,,,,,
CLUSTER_446,D,cattle_slu,55827.21163,21.15960954,,,,,,,,,,,,,
CLUSTER_446,D,horse_man,1600,21.15960954,,,,,,,,,,,,,
CLUSTER_446,D,legume_str,132.72,21.15960954,,,,,,,,,,,,,
CLUSTER_446,D,pig_man,216.2920123,21.15960954,,,,,,,,,,,,,
CLUSTER_446,D,rape_str,165,21.15960954,,,,,,,,,,,,,
CLUSTER_452,D,cattle_man,3960,41.34683498,,,,,,,,,,,,,
CLUSTER_452,D,horse_man,922,41.34683498,,,,,,,,,,,,,
CLUSTER_452,D,pig_man,550,41.34683498,,,,,,,,,,,,,
CLUSTER_463,D,cattle_man,3189,40.68114881,,,,,,,,,,,,,
CLUSTER_463,D,horse_man,384.3,40.68114881,,,,,,,,,,,,,
CLUSTER_463,D,pig_man,180.00319,40.68114881,,,,,,,,,,,,,
CLUSTER_479,D,cattle_man,6870,5.908453753,,,,,,,,,,,,,
CLUSTER_479,D,cattle_slu,44370,5.908453753,,,,,,,,,,,,,
CLUSTER_479,D,horse_man,1092,5.908453753,,,,,,,,,,,,,
CLUSTER_479,D,legume_str,75.09,5.908453753,,,,,,,,,,,,,
CLUSTER_479,D,rape_str,157.9,5.908453753,,,,,,,,,,,,,
CLUSTER_485,D,cattle_man,3740,19.53374078,,,,,,,,,,,,,
CLUSTER_485,D,cattle_slu,12510,19.53374078,,,,,,,,,,,,,
CLUSTER_485,D,horse_man,1447,19.53374078,,,,,,,,,,,,,
CLUSTER_485,D,legume_str,229,19.53374078,,,,,,,,,,,,,
CLUSTER_485,D,pig_man,19.72,19.53374078,,,,,,,,,,,,,
CLUSTER_485,D,rape_str,948,19.53374078,,,,,,,,,,,,,
CLUSTER_500,D,cattle_man,5430,31.87177093,,,,,,,,,,,,,
CLUSTER_500,D,horse_man,798,31.87177093,,,,,,,,,,,,,
CLUSTER_500,D,legume_str,135.3,31.87177093,,,,,,,,,,,,,
CLUSTER_500,D,pig_man,32.31,31.87177093,,,,,,,,,,,,,
CLUSTER_507,D,cattle_man,9890,35.25151451,,,,,,,,,,,,,
CLUSTER_507,D,horse_man,1199.4,35.25151451,,,,,,,,,,,,,
CLUSTER_511,D,cattle_man,2498,22.32751246,,,,,,,,,,,,,
CLUSTER_511,D,horse_man,1308.31,22.32751246,,,,,,,,,,,,,
CLUSTER_511,D,legume_str,142.4,22.32751246,,,,,,,,,,,,,
CLUSTER_511,D,pig_man,317.6,22.32751246,,,,,,,,,,,,,
CLUSTER_511,D,rape_str,393.2,22.32751246,,,,,,,,,,,,,
CLUSTER_515,D,cattle_man,991,35.99703867,,,,,,,,,,,,,
CLUSTER_515,D,horse_man,126.2,35.99703867,,,,,,,,,,,,,
CLUSTER_515,D,pig_man,1089,35.99703867,,,,,,,,,,,,,
CLUSTER_531,D,cattle_man,750,28.68492918,,,,,,,,,,,,,
CLUSTER_531,D,horse_man,424.9,28.68492918,,,,,,,,,,,,,
CLUSTER_531,D,legume_str,89.3,28.68492918,,,,,,,,,,,,,
CLUSTER_531,D,pig_man,133,28.68492918,,,,,,,,,,,,,
CLUSTER_531,D,rape_str,167,28.68492918,,,,,,,,,,,,,
CLUSTER_533,D,cattle_man,693,38.70838529,,,,,,,,,,,,,
CLUSTER_533,D,horse_man,654,38.70838529,,,,,,,,,,,,,
CLUSTER_533,D,pig_man,70.1,38.70838529,,,,,,,,,,,,,
CLUSTER_534,D,cattle_man,2189,28.4673362,,,,,,,,,,,,,
CLUSTER_534,D,horse_man,1873.6,28.4673362,,,,,,,,,,,,,
CLUSTER_534,D,legume_str,317.1,28.4673362,,,,,,,,,,,,,
CLUSTER_534,D,pig_man,1003,28.4673362,,,,,,,,,,,,,
CLUSTER_534,D,rape_str,1184,28.4673362,,,,,,,,,,,,,
CLUSTER_6,D,horse_man,339.439139,59.8283511,,,,,,,,,,,,,
CLUSTER_6,D,pig_man,1816.7,59.8283511,,,,,,,,,,,,,
CLUSTER_63,D,horse_man,4380.740621,53.05136056,,,,,,,,,,,,,
CLUSTER_63,D,pig_man,79.20406,53.05136056,,,,,,,,,,,,,
CLUSTER_83,D,cattle_man,8530,9.506499337,,,,,,,,,,,,,
CLUSTER_83,D,cattle_slu,46620,9.506499337,,,,,,,,,,,,,
CLUSTER_83,D,horse_man,2092,9.506499337,,,,,,,,,,,,,
CLUSTER_83,D,legume_str,40.02,9.506499337,,,,,,,,,,,,,
CLUSTER_83,D,pig_man,44.2,9.506499337,,,,,,,,,,,,,
CLUSTER_83,D,rape_str,472,9.506499337,,,,,,,,,,,,,
CLUSTER_84,D,horse_man,1672.149564,50.78015184,,,,,,,,,,,,,
CLUSTER_9,D,cattle_man,4512.6,31.41560227,,,,,,,,,,,,,
CLUSTER_9,D,horse_man,1859.2,31.41560227,,,,,,,,,,,,,
CLUSTER_9,D,legume_str,267.44,31.41560227,,,,,,,,,,,,,
CLUSTER_9,D,pig_man,1813,31.41560227,,,,,,,,,,,,,
CLUSTER_150,E,legume_str,116.5,41.89930385,,,,,,,,,,,,,
CLUSTER_150,E,rape_str,158.8,41.89930385,,,,,,,,,,,,,
CLUSTER_155,E,legume_str,662.1,20.74870694,,,,,,,,,,,,,
CLUSTER_155,E,maize_str,5236,20.74870694,,,,,,,,,,,,,
CLUSTER_155,E,rape_str,1777,20.74870694,,,,,,,,,,,,,
CLUSTER_175,E,beet_leaf,28760,10.09715799,,,,,,,,,,,,,
CLUSTER_175,E,cattle_man,2182.272,10.09715799,,,,,,,,,,,,,
CLUSTER_175,E,legume_str,508.2,10.09715799,,,,,,,,,,,,,
CLUSTER_175,E,maize_str,1895,10.09715799,,,,,,,,,,,,,
CLUSTER_175,E,rape_str,1513,10.09715799,,,,,,,,,,,,,
CLUSTER_180,E,cattle_man,2402.6,22.2313385,,,,,,,,,,,,,
CLUSTER_180,E,legume_str,350,22.2313385,,,,,,,,,,,,,
CLUSTER_180,E,maize_str,9410,22.2313385,,,,,,,,,,,,,
CLUSTER_180,E,rape_str,2510,22.2313385,,,,,,,,,,,,,
CLUSTER_184,E,beet_leaf,43100,5.038988384,,,,,,,,,,,,,
CLUSTER_184,E,cattle_man,2092,5.038988384,,,,,,,,,,,,,
CLUSTER_184,E,cattle_slu,11230,5.038988384,,,,,,,,,,,,,
CLUSTER_184,E,legume_str,480,5.038988384,,,,,,,,,,,,,
CLUSTER_184,E,maize_str,4690,5.038988384,,,,,,,,,,,,,
CLUSTER_184,E,rape_str,1554,5.038988384,,,,,,,,,,,,,
CLUSTER_186,E,cattle_man,2851,22.79650062,,,,,,,,,,,,,
CLUSTER_186,E,legume_str,321.6,22.79650062,,,,,,,,,,,,,
CLUSTER_186,E,maize_str,2451,22.79650062,,,,,,,,,,,,,
CLUSTER_186,E,rape_str,2267,22.79650062,,,,,,,,,,,,,
CLUSTER_195,E,legume_str,17.12,40.78300778,,,,,,,,,,,,,
CLUSTER_195,E,rape_str,51.9,40.78300778,,,,,,,,,,,,,
CLUSTER_2,E,legume_str,639.4,32.29273334,,,,,,,,,,,,,
CLUSTER_2,E,rape_str,2407,32.29273334,,,,,,,,,,,,,
CLUSTER_223,E,legume_str,122.22,33.26582409,,,,,,,,,,,,,
CLUSTER_223,E,rape_str,240.1,33.26582409,,,,,,,,,,,,,
CLUSTER_240,E,cattle_man,402.04,15.66716825,,,,,,,,,,,,,
CLUSTER_240,E,legume_str,511.7,15.66716825,,,,,,,,,,,,,
CLUSTER_240,E,maize_str,2018.1,15.66716825,,,,,,,,,,,,,
CLUSTER_240,E,rape_str,698,15.66716825,,,,,,,,,,,,,
CLUSTER_241,E,legume_str,14.47,41.05369058,,,,,,,,,,,,,
CLUSTER_241,E,rape_str,46,41.05369058,,,,,,,,,,,,,
CLUSTER_267,E,beet_leaf,9280.733313,13.9575231,,,,,,,,,,,,,
CLUSTER_267,E,cattle_man,6170,13.9575231,,,,,,,,,,,,,
CLUSTER_267,E,legume_str,523.5,13.9575231,,,,,,,,,,,,,
CLUSTER_267,E,maize_str,4239,13.9575231,,,,,,,,,,,,,
CLUSTER_267,E,rape_str,1938,13.9575231,,,,,,,,,,,,,
CLUSTER_274,E,legume_str,393.2,35.36945043,,,,,,,,,,,,,
CLUSTER_274,E,rape_str,401.4,35.36945043,,,,,,,,,,,,,
CLUSTER_280,E,legume_str,227.3,37.84289603,,,,,,,,,,,,,
CLUSTER_280,E,rape_str,224.4,37.84289603,,,,,,,,,,,,,
CLUSTER_284,E,legume_str,192.3,24.07287264,,,,,,,,,,,,,
CLUSTER_284,E,maize_str,3599,24.07287264,,,,,,,,,,,,,
CLUSTER_284,E,rape_str,262.2,24.07287264,,,,,,,,,,,,,
CLUSTER_295,E,legume_str,228.28,21.53532564,,,,,,,,,,,,,
CLUSTER_295,E,maize_str,1481,21.53532564,,,,,,,,,,,,,
CLUSTER_295,E,rape_str,310.5,21.53532564,,,,,,,,,,,,,
CLUSTER_301,E,legume_str,364.26,19.67845911,,,,,,,,,,,,,
CLUSTER_301,E,maize_str,3168,19.67845911,,,,,,,,,,,,,
CLUSTER_301,E,rape_str,382.1,19.67845911,,,,,,,,,,,,,
CLUSTER_321,E,legume_str,474.1,25.69527588,,,,,,,,,,,,,
CLUSTER_321,E,maize_str,1399,25.69527588,,,,,,,,,,,,,
CLUSTER_321,E,rape_str,1433,25.69527588,,,,,,,,,,,,,
CLUSTER_354,E,legume_str,257.3,25.69656337,,,,,,,,,,,,,
CLUSTER_354,E,maize_str,3760.8,25.69656337,,,,,,,,,,,,,
CLUSTER_354,E,rape_str,1672.1,25.69656337,,,,,,,,,,,,,
CLUSTER_355,E,legume_str,1096,31.16728927,,,,,,,,,,,,,
CLUSTER_355,E,maize_str,4310.100321,31.16728927,,,,,,,,,,,,,
CLUSTER_355,E,rape_str,1192,31.16728927,,,,,,,,,,,,,
CLUSTER_37,E,legume_str,791.6,39.92039919,,,,,,,,,,,,,
CLUSTER_37,E,rape_str,2494.6,39.92039919,,,,,,,,,,,,,
CLUSTER_370,E,legume_str,38.17,31.02232964,,,,,,,,,,,,,
CLUSTER_370,E,maize_str,133.51,31.02232964,,,,,,,,,,,,,
CLUSTER_370,E,rape_str,42.4,31.02232964,,,,,,,,,,,,,
CLUSTER_372,E,legume_str,304.78,46.60765729,,,,,,,,,,,,,
CLUSTER_400,E,legume_str,558,16.90428465,,,,,,,,,,,,,
CLUSTER_400,E,maize_str,7990,16.90428465,,,,,,,,,,,,,
CLUSTER_400,E,rape_str,1315,16.90428465,,,,,,,,,,,,,
CLUSTER_408,E,legume_str,270.2,31.94608113,,,,,,,,,,,,,
CLUSTER_408,E,rape_str,1388,31.94608113,,,,,,,,,,,,,
CLUSTER_429,E,legume_str,61.7,32.34706559,,,,,,,,,,,,,
CLUSTER_429,E,rape_str,185.6,32.34706559,,,,,,,,,,,,,
CLUSTER_453,E,beet_leaf,20540,10.63561709,,,,,,,,,,,,,
CLUSTER_453,E,cattle_man,163.9,10.63561709,,,,,,,,,,,,,
CLUSTER_453,E,legume_str,457,10.63561709,,,,,,,,,,,,,
CLUSTER_453,E,maize_str,1817,10.63561709,,,,,,,,,,,,,
CLUSTER_453,E,rape_str,449.1,10.63561709,,,,,,,,,,,,,
CLUSTER_477,E,legume_str,101.5,29.55831631,,,,,,,,,,,,,
CLUSTER_477,E,maize_str,141.3,29.55831631,,,,,,,,,,,,,
CLUSTER_477,E,rape_str,247.7,29.55831631,,,,,,,,,,,,,
CLUSTER_48,E,legume_str,448.03,28.16155113,,,,,,,,,,,,,
CLUSTER_48,E,rape_str,1712,28.16155113,,,,,,,,,,,,,
CLUSTER_488,E,legume_str,451,35.86221074,,,,,,,,,,,,,
CLUSTER_488,E,rape_str,315,35.86221074,,,,,,,,,,,,,
CLUSTER_501,E,beet_leaf,13770,9.676821467,,,,,,,,,,,,,
CLUSTER_501,E,cattle_man,230,9.676821467,,,,,,,,,,,,,
CLUSTER_501,E,legume_str,355.2,9.676821467,,,,,,,,,,,,,
CLUSTER_501,E,maize_str,3960,9.676821467,,,,,,,,,,,,,
CLUSTER_501,E,rape_str,1822,9.676821467,,,,,,,,,,,,,
CLUSTER_73,E,cattle_man,5812,18.12573806,,,,,,,,,,,,,
CLUSTER_73,E,legume_str,648,18.12573806,,,,,,,,,,,,,
CLUSTER_73,E,maize_str,11358,18.12573806,,,,,,,,,,,,,
CLUSTER_73,E,rape_str,3434,18.12573806,,,,,,,,,,,,,
CLUSTER_91,E,legume_str,391.1,18.49498768,,,,,,,,,,,,,
CLUSTER_91,E,maize_str,5136,18.49498768,,,,,,,,,,,,,
CLUSTER_91,E,rape_str,434.47,18.49498768,,,,,,,,,,,,,
CLUSTER_109,I,pig_man,121.22265,50.89775012,,,,,,,,,,,,,
CLUSTER_124,I,cattle_man,20030,30.68288607,,,,,,,,,,,,,
CLUSTER_124,I,horse_man,2749,30.68288607,,,,,,,,,,,,,
CLUSTER_124,I,pig_man,225.04,30.68288607,,,,,,,,,,,,,
CLUSTER_146,I,cattle_man,2485,26.99046674,,,,,,,,,,,,,
CLUSTER_146,I,horse_man,847,26.99046674,,,,,,,,,,,,,
CLUSTER_155,I,cattle_man,533.52,40.92254458,,,,,,,,,,,,,
CLUSTER_155,I,horse_man,1141.3,40.92254458,,,,,,,,,,,,,
CLUSTER_155,I,pig_man,1243.7,40.92254458,,,,,,,,,,,,,
CLUSTER_159,I,cattle_man,8440,29.58702533,,,,,,,,,,,,,
CLUSTER_159,I,horse_man,2721,29.58702533,,,,,,,,,,,,,
CLUSTER_159,I,pig_man,3550.315,29.58702533,,,,,,,,,,,,,
CLUSTER_175,I,horse_man,1207.3,68.92265923,,,,,,,,,,,,,
CLUSTER_175,I,pig_man,35.4,68.92265923,,,,,,,,,,,,,
CLUSTER_184,I,horse_man,556,56.73803307,,,,,,,,,,,,,
CLUSTER_184,I,pig_man,1364,56.73803307,,,,,,,,,,,,,
CLUSTER_189,I,cattle_man,4488.98,31.42003033,,,,,,,,,,,,,
CLUSTER_189,I,horse_man,1789,31.42003033,,,,,,,,,,,,,
CLUSTER_193,I,cattle_man,1113,32.31073396,,,,,,,,,,,,,
CLUSTER_193,I,horse_man,1133,32.31073396,,,,,,,,,,,,,
CLUSTER_195,I,horse_man,1276.5,46.31364663,,,,,,,,,,,,,
CLUSTER_195,I,pig_man,34.13825,46.31364663,,,,,,,,,,,,,
CLUSTER_196,I,cattle_man,17380,48.05357889,,,,,,,,,,,,,
CLUSTER_196,I,horse_man,1807,48.05357889,,,,,,,,,,,,,
CLUSTER_2,I,horse_man,975.2,45.69487111,,,,,,,,,,,,,
CLUSTER_2,I,pig_man,1666.5,45.69487111,,,,,,,,,,,,,
CLUSTER_202,I,cattle_man,16100,5.830485008,,,,,,,,,,,,,
CLUSTER_202,I,cattle_slu,88060,5.830485008,,,,,,,,,,,,,
CLUSTER_202,I,horse_man,1917.3,5.830485008,,,,,,,,,,,,,
CLUSTER_202,I,legume_str,151.06,5.830485008,,,,,,,,,,,,,
CLUSTER_202,I,pig_man,229.17,5.830485008,,,,,,,,,,,,,
CLUSTER_202,I,rape_str,65.6,5.830485008,,,,,,,,,,,,,
CLUSTER_214,I,cattle_man,24580,41.94284662,,,,,,,,,,,,,
CLUSTER_214,I,horse_man,1119.6,41.94284662,,,,,,,,,,,,,
CLUSTER_214,I,pig_man,13.92,41.94284662,,,,,,,,,,,,,
CLUSTER_223,I,cattle_man,9326,36.68717286,,,,,,,,,,,,,
CLUSTER_223,I,horse_man,1582.6,36.68717286,,,,,,,,,,,,,
CLUSTER_223,I,pig_man,439.438657,36.68717286,,,,,,,,,,,,,
CLUSTER_225,I,cattle_man,6770,22.20718906,,,,,,,,,,,,,
CLUSTER_225,I,horse_man,1039.7,22.20718906,,,,,,,,,,,,,
CLUSTER_225,I,pig_man,1314.9,22.20718906,,,,,,,,,,,,,
CLUSTER_228,I,cattle_man,10463,14.02276308,,,,,,,,,,,,,
CLUSTER_228,I,cattle_slu,65770,14.02276308,,,,,,,,,,,,,
CLUSTER_228,I,horse_man,1313.4,14.02276308,,,,,,,,,,,,,
CLUSTER_231,I,pig_man,10.6436,48.6804423,,,,,,,,,,,,,
CLUSTER_233,I,cattle_man,5430,25.4220665,,,,,,,,,,,,,
CLUSTER_233,I,horse_man,1224,25.4220665,,,,,,,,,,,,,
CLUSTER_233,I,pig_man,435.2,25.4220665,,,,,,,,,,,,,
CLUSTER_241,I,cattle_man,10430,31.95654953,,,,,,,,,,,,,
CLUSTER_241,I,horse_man,968.1,31.95654953,,,,,,,,,,,,,
CLUSTER_250,I,cattle_man,8735.82,16.94664877,,,,,,,,,,,,,
CLUSTER_250,I,cattle_slu,55100,16.94664877,,,,,,,,,,,,,
CLUSTER_250,I,horse_man,1190,16.94664877,,,,,,,,,,,,,
CLUSTER_250,I,pig_man,54.334,16.94664877,,,,,,,,,,,,,
CLUSTER_254,I,cattle_man,8256,27.19345205,,,,,,,,,,,,,
CLUSTER_254,I,horse_man,1711.5,27.19345205,,,,,,,,,,,,,
CLUSTER_258,I,cattle_man,16820,24.96113616,,,,,,,,,,,,,
CLUSTER_258,I,horse_man,1914,24.96113616,,,,,,,,,,,,,
CLUSTER_258,I,legume_str,10.47,24.96113616,,,,,,,,,,,,,
CLUSTER_270,I,cattle_man,9712,19.01363012,,,,,,,,,,,,,
CLUSTER_270,I,cattle_slu,47590,19.01363012,,,,,,,,,,,,,
CLUSTER_270,I,horse_man,2875,19.01363012,,,,,,,,,,,,,
CLUSTER_270,I,legume_str,180.75,19.01363012,,,,,,,,,,,,,
CLUSTER_270,I,pig_man,61.2952,19.01363012,,,,,,,,,,,,,
CLUSTER_270,I,rape_str,169.7,19.01363012,,,,,,,,,,,,,
CLUSTER_274,I,cattle_man,2163,27.31470535,,,,,,,,,,,,,
CLUSTER_274,I,horse_man,783.4,27.31470535,,,,,,,,,,,,,
CLUSTER_274,I,pig_man,587.9,27.31470535,,,,,,,,,,,,,
CLUSTER_276,I,cattle_man,3122,41.3137232,,,,,,,,,,,,,
CLUSTER_276,I,horse_man,1192,41.3137232,,,,,,,,,,,,,
CLUSTER_282,I,cattle_man,10020,5.998183203,,,,,,,,,,,,,
CLUSTER_282,I,cattle_slu,48900,5.998183203,,,,,,,,,,,,,
CLUSTER_282,I,horse_man,1029,5.998183203,,,,,,,,,,,,,
CLUSTER_282,I,legume_str,149.16,5.998183203,,,,,,,,,,,,,
CLUSTER_282,I,pig_man,277.076,5.998183203,,,,,,,,,,,,,
CLUSTER_282,I,rape_str,168.6,5.998183203,,,,,,,,,,,,,
CLUSTER_284,I,cattle_man,1152.783,40.90002693,,,,,,,,,,,,,
CLUSTER_284,I,horse_man,195.4,40.90002693,,,,,,,,,,,,,
CLUSTER_284,I,pig_man,447.9,40.90002693,,,,,,,,,,,,,
CLUSTER_285,I,cattle_man,15870,21.6918991,,,,,,,,,,,,,
CLUSTER_285,I,horse_man,3438,21.6918991,,,,,,,,,,,,,
CLUSTER_291,I,cattle_man,2457.376,39.15597497,,,,,,,,,,,,,
CLUSTER_291,I,horse_man,1658,39.15597497,,,,,,,,,,,,,
CLUSTER_291,I,pig_man,7740,39.15597497,,,,,,,,,,,,,
CLUSTER_292,I,cattle_man,8900,32.13095576,,,,,,,,,,,,,
CLUSTER_292,I,horse_man,3197,32.13095576,,,,,,,,,,,,,
CLUSTER_292,I,pig_man,2862,32.13095576,,,,,,,,,,,,,
CLUSTER_296,I,cattle_man,6573,14.0755,,,,,,,,,,,,,
CLUSTER_296,I,cattle_slu,37120,14.0755,,,,,,,,,,,,,
CLUSTER_296,I,horse_man,902,14.0755,,,,,,,,,,,,,
CLUSTER_296,I,legume_str,10.71,14.0755,,,,,,,,,,,,,
CLUSTER_301,I,pig_man,225.23,59.58815613,,,,,,,,,,,,,
CLUSTER_33,I,cattle_man,6952,43.53538063,,,,,,,,,,,,,
CLUSTER_33,I,horse_man,1803,43.53538063,,,,,,,,,,,,,
CLUSTER_354,I,pig_man,883.52,57.59671286,,,,,,,,,,,,,
CLUSTER_355,I,cattle_man,3895,35.70451686,,,,,,,,,,,,,
CLUSTER_355,I,horse_man,1202,35.70451686,,,,,,,,,,,,,
CLUSTER_355,I,pig_man,1341,35.70451686,,,,,,,,,,,,,
CLUSTER_370,I,horse_man,1921,50.34518892,,,,,,,,,,,,,
CLUSTER_370,I,pig_man,15.373134,50.34518892,,,,,,,,,,,,,
CLUSTER_400,I,cattle_man,3903.8,50.26219928,,,,,,,,,,,,,
CLUSTER_400,I,horse_man,1513,50.26219928,,,,,,,,,,,,,
CLUSTER_400,I,pig_man,2588,50.26219928,,,,,,,,,,,,,
CLUSTER_402,I,cattle_man,1505,47.96178265,,,,,,,,,,,,,
CLUSTER_402,I,horse_man,859,47.96178265,,,,,,,,,,,,,
CLUSTER_402,I,pig_man,1540,47.96178265,,,,,,,,,,,,,
CLUSTER_406,I,cattle_man,16790,37.07062047,,,,,,,,,,,,,
CLUSTER_406,I,horse_man,1539,37.07062047,,,,,,,,,,,,,
CLUSTER_406,I,pig_man,52.746,37.07062047,,,,,,,,,,,,,
CLUSTER_416,I,cattle_man,553.9,38.29525153,,,,,,,,,,,,,
CLUSTER_416,I,horse_man,387.2,38.29525153,,,,,,,,,,,,,
CLUSTER_442,I,cattle_man,14580,37.56577048,,,,,,,,,,,,,
CLUSTER_442,I,horse_man,2096,37.56577048,,,,,,,,,,,,,
CLUSTER_453,I,horse_man,209.4,58.41983229,,,,,,,,,,,,,
CLUSTER_453,I,pig_man,269,58.41983229,,,,,,,,,,,,,
CLUSTER_456,I,cattle_man,18.534,13.98832896,,,,,,,,,,,,,
CLUSTER_456,I,cattle_slu,45.89,13.98832896,,,,,,,,,,,,,
CLUSTER_456,I,horse_man,275,13.98832896,,,,,,,,,,,,,
CLUSTER_456,I,legume_str,113.6,13.98832896,,,,,,,,,,,,,
CLUSTER_456,I,pig_man,30.472,13.98832896,,,,,,,,,,,,,
CLUSTER_456,I,rape_str,206.8,13.98832896,,,,,,,,,,,,,
CLUSTER_457,I,cattle_man,11400,21.90313546,,,,,,,,,,,,,
CLUSTER_457,I,horse_man,1512.5,21.90313546,,,,,,,,,,,,,
CLUSTER_488,I,cattle_man,62.5,26.48397269,,,,,,,,,,,,,
CLUSTER_488,I,horse_man,236.9,26.48397269,,,,,,,,,,,,,
CLUSTER_488,I,pig_man,1185.8,26.48397269,,,,,,,,,,,,,
CLUSTER_501,I,horse_man,474.5,68.53541217,,,,,,,,,,,,,
CLUSTER_501,I,pig_man,1378,68.53541217,,,,,,,,,,,,,
CLUSTER_513,I,cattle_man,2780,12.6680884,,,,,,,,,,,,,
CLUSTER_513,I,cattle_slu,5462,12.6680884,,,,,,,,,,,,,
CLUSTER_513,I,horse_man,1042,12.6680884,,,,,,,,,,,,,
CLUSTER_513,I,legume_str,913,12.6680884,,,,,,,,,,,,,
CLUSTER_513,I,pig_man,657,12.6680884,,,,,,,,,,,,,
CLUSTER_513,I,rape_str,985,12.6680884,,,,,,,,,,,,,
CLUSTER_514,I,cattle_man,11580,11.15856473,,,,,,,,,,,,,
CLUSTER_514,I,cattle_slu,60210,11.15856473,,,,,,,,,,,,,
CLUSTER_514,I,horse_man,1246,11.15856473,,,,,,,,,,,,,
CLUSTER_514,I,legume_str,49.46,11.15856473,,,,,,,,,,,,,
CLUSTER_514,I,pig_man,13.03,11.15856473,,,,,,,,,,,,,
CLUSTER_520,I,cattle_man,3690,30.62105167,,,,,,,,,,,,,
CLUSTER_520,I,horse_man,799,30.62105167,,,,,,,,,,,,,
CLUSTER_528,I,cattle_man,7940,32.13243986,,,,,,,,,,,,,
CLUSTER_528,I,horse_man,1337,32.13243986,,,,,,,,,,,,,
CLUSTER_537,I,horse_man,1468,41.52682109,,,,,,,,,,,,,
CLUSTER_537,I,pig_man,2429,41.52682109,,,,,,,,,,,,,
CLUSTER_540,I,cattle_man,2510,46.16802844,,,,,,,,,,,,,
CLUSTER_540,I,horse_man,1390,46.16802844,,,,,,,,,,,,,
CLUSTER_547,I,cattle_man,10790,20.51023864,,,,,,,,,,,,,
CLUSTER_547,I,cattle_slu,62400,20.51023864,,,,,,,,,,,,,
CLUSTER_547,I,horse_man,1621,20.51023864,,,,,,,,,,,,,
CLUSTER_549,I,cattle_man,6580,4.622099232,,,,,,,,,,,,,
CLUSTER_549,I,cattle_slu,38900,4.622099232,,,,,,,,,,,,,
CLUSTER_549,I,horse_man,1622,4.622099232,,,,,,,,,,,,,
CLUSTER_549,I,legume_str,16.9,4.622099232,,,,,,,,,,,,,
CLUSTER_549,I,rape_str,76.9,4.622099232,,,,,,,,,,,,,
CLUSTER_68,I,cattle_man,2715.3,20.96854584,,,,,,,,,,,,,
CLUSTER_68,I,cattle_slu,608,20.96854584,,,,,,,,,,,,,
CLUSTER_68,I,horse_man,1155.3,20.96854584,,,,,,,,,,,,,
CLUSTER_68,I,legume_str,893.9,20.96854584,,,,,,,,,,,,,
CLUSTER_68,I,pig_man,1241.4,20.96854584,,,,,,,,,,,,,
CLUSTER_68,I,rape_str,708.4,20.96854584,,,,,,,,,,,,,
CLUSTER_70,I,cattle_man,9994.977606,34.53970731,,,,,,,,,,,,,
CLUSTER_70,I,horse_man,1087.859,34.53970731,,,,,,,,,,,,,
CLUSTER_70,I,pig_man,751,34.53970731,,,,,,,,,,,,,
CLUSTER_73,I,pig_man,3455,65.75625672,,,,,,,,,,,,,
CLUSTER_79,I,cattle_man,15570,18.6598966,,,,,,,,,,,,,
