SupplyNode,PlantLocation,Feedstock,FlowTons,Distance_km,,,,,,,,,,,,,
CLUSTER_371,AB,pig_man,228.32,27.8372932,,,,,,,,,,,,,
CLUSTER_378,AB,cattle_slu,22497.57494,18.41336604,,,,,,,,,,,,,
CLUSTER_386,AB,cattle_man,420,27.71045177,,,,,,,,,,,,,
CLUSTER_386,AB,horse_man,3289,27.71045177,,,,,,,,,,,,,
CLUSTER_403,AB,cattle_man,9000,22.99969004,,,,,,,,,,,,,
CLUSTER_403,AB,horse_man,1197,22.99969004,,,,,,,,,,,,,
CLUSTER_403,AB,pig_man,782,22.99969004,,,,,,,,,,,,,
CLUSTER_423,AB,cattle_man,22380,19.61364974,,,,,,,,,,,,,
CLUSTER_423,AB,horse_man,1678.0106,19.61364974,,,,,,,,,,,,,
CLUSTER_423,AB,pig_man,669.519,19.61364974,,,,,,,,,,,,,
CLUSTER_43,AB,cattle_man,697.37,33.10611981,,,,,,,,,,,,,
CLUSTER_43,AB,horse_man,1609.2,33.10611981,,,,,,,,,,,,,
CLUSTER_43,AB,pig_man,36.5,33.10611981,,,,,,,,,,,,,
CLUSTER_458,AB,cattle_man,4990,43.9647222,,,,,,,,,,,,,
CLUSTER_458,AB,horse_man,2320,43.9647222,,,,,,,,,,,,,
CLUSTER_466,AB,cattle_man,13690,25.46786841,,,,,,,,,,,,,
CLUSTER_466,AB,horse_man,4155,25.46786841,,,,,,,,,,,,,
CLUSTER_466,AB,pig_man,43.27129,25.46786841,,,,,,,,,,,,,
CLUSTER_498,AB,cattle_man,3436,24.74030721,,,,,,,,,,,,,
CLUSTER_498,AB,horse_man,2767,24.74030721,,,,,,,,,,,,,
CLUSTER_523,AB,cattle_man,13260,13.9538498,,,,,,,,,,,,,
CLUSTER_523,AB,cattle_slu,65000,13.9538498,,,,,,,,,,,,,
CLUSTER_523,AB,horse_man,1417,13.9538498,,,,,,,,,,,,,
CLUSTER_523,AB,pig_man,56.7,13.9538498,,,,,,,,,,,,,
CLUSTER_544,AB,cattle_man,5520,28.55925603,,,,,,,,,,,,,
CLUSTER_544,AB,pig_man,15.55,28.55925603,,,,,,,,,,,,,
CLUSTER_57,AB,cattle_man,1262.9,35.7296853,,,,,,,,,,,,,
CLUSTER_57,AB,horse_man,1420,35.7296853,,,,,,,,,,,,,
CLUSTER_64,AB,cattle_man,35510,23.74543061,,,,,,,,,,,,,
CLUSTER_64,AB,horse_man,1753.8,23.74543061,,,,,,,,,,,,,
CLUSTER_69,AB,cattle_man,40940,11.72731986,,,,,,,,,,,,,
CLUSTER_69,AB,cattle_slu,159380,11.72731986,,,,,,,,,,,,,
CLUSTER_69,AB,horse_man,2441.2,11.72731986,,,,,,,,,,,,,
CLUSTER_69,AB,pig_man,1247.43,11.72731986,,,,,,,,,,,,,
CLUSTER_71,AB,cattle_man,8797,37.40183243,,,,,,,,,,,,,
CLUSTER_71,AB,horse_man,2948.9,37.40183243,,,,,,,,,,,,,
CLUSTER_71,AB,pig_man,226.348,37.40183243,,,,,,,,,,,,,
CLUSTER_73,AB,horse_man,1613.1,53.43650367,,,,,,,,,,,,,
CLUSTER_10,AD,legume_str,66.8,53.14883413,,,,,,,,,,,,,
CLUSTER_10,AD,maize_str,92.1,53.14883413,,,,,,,,,,,,,
CLUSTER_10,AD,rape_str,247.75,53.14883413,,,,,,,,,,,,,
CLUSTER_110,AD,legume_str,32.8,45.8603007,,,,,,,,,,,,,
CLUSTER_110,AD,rape_str,218.1,45.8603007,,,,,,,,,,,,,
CLUSTER_119,AD,legume_str,143.3,40.82485179,,,,,,,,,,,,,
CLUSTER_119,AD,rape_str,1302,40.82485179,,,,,,,,,,,,,
CLUSTER_134,AD,beet_leaf,32080,9.351153143,,,,,,,,,,,,,
CLUSTER_134,AD,cattle_man,8431.4,9.351153143,,,,,,,,,,,,,
CLUSTER_134,AD,clover_alfalfa_grass,7349,9.351153143,,,,,,,,,,,,,
CLUSTER_134,AD,legume_str,277.13,9.351153143,,,,,,,,,,,,,
CLUSTER_134,AD,maize_str,712.3,9.351153143,,,,,,,,,,,,,
CLUSTER_134,AD,rape_str,1039.3,9.351153143,,,,,,,,,,,,,
CLUSTER_139,AD,cattle_man,3032.51,25.3772757,,,,,,,,,,,,,
CLUSTER_139,AD,legume_str,570.9,25.3772757,,,,,,,,,,,,,
CLUSTER_139,AD,rape_str,1083.5,25.3772757,,,,,,,,,,,,,
CLUSTER_148,AD,legume_str,71.2,46.37530285,,,,,,,,,,,,,
CLUSTER_148,AD,maize_str,21.2,46.37530285,,,,,,,,,,,,,
CLUSTER_148,AD,rape_str,856,46.37530285,,,,,,,,,,,,,
CLUSTER_153,AD,legume_str,465.2,45.56677226,,,,,,,,,,,,,
CLUSTER_153,AD,maize_str,346.3,45.56677226,,,,,,,,,,,,,
CLUSTER_153,AD,rape_str,2865,45.56677226,,,,,,,,,,,,,
CLUSTER_154,AD,beet_leaf,15730,4.460870622,,,,,,,,,,,,,
CLUSTER_154,AD,cattle_man,5634.1,4.460870622,,,,,,,,,,,,,
CLUSTER_154,AD,cattle_slu,264.058,4.460870622,,,,,,,,,,,,,
CLUSTER_154,AD,clover_alfalfa_grass,5113,4.460870622,,,,,,,,,,,,,
CLUSTER_154,AD,legume_str,348.1,4.460870622,,,,,,,,,,,,,
CLUSTER_154,AD,maize_str,84.14,4.460870622,,,,,,,,,,,,,
CLUSTER_154,AD,rape_str,1500.8,4.460870622,,,,,,,,,,,,,
CLUSTER_156,AD,legume_str,342.4,44.12077453,,,,,,,,,,,,,
CLUSTER_156,AD,maize_str,250.711,44.12077453,,,,,,,,,,,,,
CLUSTER_156,AD,rape_str,1599,44.12077453,,,,,,,,,,,,,
CLUSTER_158,AD,legume_str,41.66,44.13112227,,,,,,,,,,,,,
CLUSTER_158,AD,rape_str,44.4,44.13112227,,,,,,,,,,,,,
CLUSTER_16,AD,legume_str,320.2,21.47166009,,,,,,,,,,,,,
CLUSTER_16,AD,maize_str,361.46,21.47166009,,,,,,,,,,,,,
CLUSTER_16,AD,rape_str,1459.3,21.47166009,,,,,,,,,,,,,
CLUSTER_160,AD,legume_str,109.73,61.77536446,,,,,,,,,,,,,
CLUSTER_163,AD,legume_str,26.23,54.35003151,,,,,,,,,,,,,
CLUSTER_163,AD,rape_str,435.3,54.35003151,,,,,,,,,,,,,
CLUSTER_164,AD,legume_str,154.5,37.91042428,,,,,,,,,,,,,
CLUSTER_164,AD,maize_str,100.7,37.91042428,,,,,,,,,,,,,
CLUSTER_164,AD,rape_str,740,37.91042428,,,,,,,,,,,,,
CLUSTER_170,AD,maize_str,38.8,44.19277582,,,,,,,,,,,,,
CLUSTER_170,AD,rape_str,334.9,44.19277582,,,,,,,,,,,,,
CLUSTER_173,AD,legume_str,245,42.22893348,,,,,,,,,,,,,
CLUSTER_173,AD,rape_str,696.9,42.22893348,,,,,,,,,,,,,
CLUSTER_177,AD,legume_str,144.7,29.42996192,,,,,,,,,,,,,
CLUSTER_177,AD,maize_str,263.9,29.42996192,,,,,,,,,,,,,
CLUSTER_177,AD,rape_str,3337,29.42996192,,,,,,,,,,,,,
CLUSTER_179,AD,legume_str,197.6,37.36125805,,,,,,,,,,,,,
CLUSTER_179,AD,rape_str,741.5,37.36125805,,,,,,,,,,,,,
CLUSTER_181,AD,legume_str,393.5,34.71703374,,,,,,,,,,,,,
CLUSTER_181,AD,maize_str,737.8,34.71703374,,,,,,,,,,,,,
CLUSTER_181,AD,rape_str,425.5,34.71703374,,,,,,,,,,,,,
CLUSTER_194,AD,legume_str,213.55,34.24675625,,,,,,,,,,,,,
CLUSTER_194,AD,maize_str,238.4,34.24675625,,,,,,,,,,,,,
CLUSTER_194,AD,rape_str,1397,34.24675625,,,,,,,,,,,,,
CLUSTER_200,AD,legume_str,199.5,42.26237223,,,,,,,,,,,,,
CLUSTER_200,AD,maize_str,105.4,42.26237223,,,,,,,,,,,,,
CLUSTER_200,AD,rape_str,2260,42.26237223,,,,,,,,,,,,,
CLUSTER_213,AD,legume_str,10.36,49.10079923,,,,,,,,,,,,,
CLUSTER_213,AD,rape_str,43.9,49.10079923,,,,,,,,,,,,,
CLUSTER_217,AD,legume_str,337.9,62.10354681,,,,,,,,,,,,,
CLUSTER_222,AD,legume_str,145.8,54.96144068,,,,,,,,,,,,,
CLUSTER_222,AD,maize_str,154.36,54.96144068,,,,,,,,,,,,,
CLUSTER_222,AD,rape_str,844.8,54.96144068,,,,,,,,,,,,,
CLUSTER_236,AD,beet_leaf,390.7954423,18.88302815,,,,,,,,,,,,,
CLUSTER_236,AD,horse_man,1045.5,18.88302815,,,,,,,,,,,,,
CLUSTER_236,AD,legume_str,601.1,18.88302815,,,,,,,,,,,,,
CLUSTER_236,AD,maize_str,46.4,18.88302815,,,,,,,,,,,,,
CLUSTER_236,AD,rape_str,1247,18.88302815,,,,,,,,,,,,,
CLUSTER_238,AD,legume_str,234.7,60.15491151,,,,,,,,,,,,,
CLUSTER_24,AD,legume_str,769.8,19.13700915,,,,,,,,,,,,,
CLUSTER_24,AD,maize_str,610.37,19.13700915,,,,,,,,,,,,,
CLUSTER_24,AD,rape_str,4848,19.13700915,,,,,,,,,,,,,
CLUSTER_242,AD,legume_str,233.5,61.3624274,,,,,,,,,,,,,
CLUSTER_246,AD,legume_str,345,33.29771043,,,,,,,,,,,,,
CLUSTER_246,AD,maize_str,156.3,33.29771043,,,,,,,,,,,,,
CLUSTER_246,AD,rape_str,1181,33.29771043,,,,,,,,,,,,,
CLUSTER_247,AD,legume_str,474.1,21.66384055,,,,,,,,,,,,,
CLUSTER_247,AD,maize_str,161.1,21.66384055,,,,,,,,,,,,,
CLUSTER_247,AD,rape_str,3410,21.66384055,,,,,,,,,,,,,
CLUSTER_251,AD,legume_str,633.2,38.69265312,,,,,,,,,,,,,
CLUSTER_251,AD,maize_str,70.9,38.69265312,,,,,,,,,,,,,
CLUSTER_251,AD,rape_str,2183,38.69265312,,,,,,,,,,,,,
CLUSTER_271,AD,legume_str,258.8,53.67390152,,,,,,,,,,,,,
CLUSTER_271,AD,maize_str,266.3,53.67390152,,,,,,,,,,,,,
CLUSTER_271,AD,rape_str,2906,53.67390152,,,,,,,,,,,,,
CLUSTER_275,AD,legume_str,322.6,26.64945036,,,,,,,,,,,,,
CLUSTER_275,AD,maize_str,130.5,26.64945036,,,,,,,,,,,,,
CLUSTER_275,AD,rape_str,2420,26.64945036,,,,,,,,,,,,,
CLUSTER_277,AD,legume_str,748.8,29.02881143,,,,,,,,,,,,,
CLUSTER_277,AD,maize_str,52.9,29.02881143,,,,,,,,,,,,,
CLUSTER_277,AD,rape_str,2519,29.02881143,,,,,,,,,,,,,
CLUSTER_283,AD,beet_leaf,20320,15.49188683,,,,,,,,,,,,,
CLUSTER_283,AD,legume_str,287.6,15.49188683,,,,,,,,,,,,,
CLUSTER_283,AD,maize_str,483.1,15.49188683,,,,,,,,,,,,,
CLUSTER_283,AD,rape_str,1599.65,15.49188683,,,,,,,,,,,,,
CLUSTER_289,AD,legume_str,485.4,38.65237165,,,,,,,,,,,,,
CLUSTER_289,AD,maize_str,455.8,38.65237165,,,,,,,,,,,,,
CLUSTER_289,AD,rape_str,1516,38.65237165,,,,,,,,,,,,,
CLUSTER_293,AD,legume_str,195.85,50.16877949,,,,,,,,,,,,,
CLUSTER_293,AD,maize_str,181.2,50.16877949,,,,,,,,,,,,,
CLUSTER_293,AD,rape_str,1991,50.16877949,,,,,,,,,,,,,
CLUSTER_298,AD,legume_str,191.9,30.67663035,,,,,,,,,,,,,
CLUSTER_298,AD,maize_str,131.71,30.67663035,,,,,,,,,,,,,
CLUSTER_298,AD,rape_str,1018,30.67663035,,,,,,,,,,,,,
CLUSTER_30,AD,legume_str,592.4,51.263644,,,,,,,,,,,,,
CLUSTER_30,AD,maize_str,530.4,51.263644,,,,,,,,,,,,,
CLUSTER_30,AD,rape_str,844,51.263644,,,,,,,,,,,,,
CLUSTER_317,AD,legume_str,236.2,42.33885213,,,,,,,,,,,,,
CLUSTER_317,AD,maize_str,120.7,42.33885213,,,,,,,,,,,,,
CLUSTER_317,AD,rape_str,692,42.33885213,,,,,,,,,,,,,
CLUSTER_320,AD,beet_leaf,2141,12.48551725,,,,,,,,,,,,,
CLUSTER_320,AD,cattle_man,1036,12.48551725,,,,,,,,,,,,,
CLUSTER_320,AD,legume_str,113.12,12.48551725,,,,,,,,,,,,,
CLUSTER_320,AD,maize_str,24.13,12.48551725,,,,,,,,,,,,,
CLUSTER_320,AD,rape_str,1162.3,12.48551725,,,,,,,,,,,,,
CLUSTER_326,AD,legume_str,268.6,55.15825036,,,,,,,,,,,,,
CLUSTER_326,AD,maize_str,598,55.15825036,,,,,,,,,,,,,
CLUSTER_326,AD,rape_str,2611,55.15825036,,,,,,,,,,,,,
CLUSTER_328,AD,legume_str,524,32.65937863,,,,,,,,,,,,,
CLUSTER_328,AD,maize_str,276,32.65937863,,,,,,,,,,,,,
CLUSTER_328,AD,rape_str,1819,32.65937863,,,,,,,,,,,,,
CLUSTER_332,AD,legume_str,553.2,29.50875432,,,,,,,,,,,,,
CLUSTER_332,AD,maize_str,50.4,29.50875432,,,,,,,,,,,,,
CLUSTER_332,AD,rape_str,1546.9,29.50875432,,,,,,,,,,,,,
CLUSTER_336,AD,legume_str,270.07,30.07391422,,,,,,,,,,,,,
CLUSTER_336,AD,maize_str,516.74,30.07391422,,,,,,,,,,,,,
CLUSTER_336,AD,rape_str,912.3,30.07391422,,,,,,,,,,,,,
CLUSTER_347,AD,legume_str,72.7,62.19000156,,,,,,,,,,,,,
CLUSTER_348,AD,legume_str,156.9,33.95314253,,,,,,,,,,,,,
CLUSTER_348,AD,maize_str,65,33.95314253,,,,,,,,,,,,,
CLUSTER_348,AD,rape_str,718,33.95314253,,,,,,,,,,,,,
CLUSTER_361,AD,legume_str,175.4,41.51169776,,,,,,,,,,,,,
CLUSTER_361,AD,maize_str,579.6,41.51169776,,,,,,,,,,,,,
CLUSTER_361,AD,rape_str,169.4,41.51169776,,,,,,,,,,,,,
CLUSTER_38,AD,legume_str,159.5,21.89050852,,,,,,,,,,,,,
CLUSTER_38,AD,maize_str,30,21.89050852,,,,,,,,,,,,,
CLUSTER_38,AD,rape_str,891,21.89050852,,,,,,,,,,,,,
CLUSTER_389,AD,beet_leaf,8760,10.52771733,,,,,,,,,,,,,
CLUSTER_389,AD,clover_alfalfa_grass,3283.6,10.52771733,,,,,,,,,,,,,
CLUSTER_389,AD,legume_str,294,10.52771733,,,,,,,,,,,,,
CLUSTER_389,AD,maize_str,132.9,10.52771733,,,,,,,,,,,,,
CLUSTER_389,AD,rape_str,826.81,10.52771733,,,,,,,,,,,,,
CLUSTER_395,AD,legume_str,73.81,50.98033604,,,,,,,,,,,,,
CLUSTER_395,AD,maize_str,582.4,50.98033604,,,,,,,,,,,,,
CLUSTER_395,AD,rape_str,1105,50.98033604,,,,,,,,,,,,,
CLUSTER_4,AD,legume_str,531.23,22.33046597,,,,,,,,,,,,,
CLUSTER_4,AD,maize_str,287.9,22.33046597,,,,,,,,,,,,,
CLUSTER_4,AD,rape_str,2234.4,22.33046597,,,,,,,,,,,,,
CLUSTER_405,AD,legume_str,321.95,41.09512165,,,,,,,,,,,,,
CLUSTER_405,AD,maize_str,43.2,41.09512165,,,,,,,,,,,,,
CLUSTER_405,AD,rape_str,758.7,41.09512165,,,,,,,,,,,,,
CLUSTER_410,AD,legume_str,361.8,27.09738429,,,,,,,,,,,,,
CLUSTER_410,AD,maize_str,31.67,27.09738429,,,,,,,,,,,,,
CLUSTER_410,AD,rape_str,2374,27.09738429,,,,,,,,,,,,,
CLUSTER_417,AD,beet_leaf,12800,14.19462917,,,,,,,,,,,,,
CLUSTER_417,AD,legume_str,179.52,14.19462917,,,,,,,,,,,,,
CLUSTER_417,AD,maize_str,88.36,14.19462917,,,,,,,,,,,,,
CLUSTER_417,AD,rape_str,677.4,14.19462917,,,,,,,,,,,,,
CLUSTER_418,AD,legume_str,130.8,43.73139952,,,,,,,,,,,,,
CLUSTER_418,AD,maize_str,247.58,43.73139952,,,,,,,,,,,,,
CLUSTER_418,AD,rape_str,1244,43.73139952,,,,,,,,,,,,,
CLUSTER_420,AD,legume_str,308.5,50.69980322,,,,,,,,,,,,,
CLUSTER_420,AD,maize_str,18.3,50.69980322,,,,,,,,,,,,,
CLUSTER_420,AD,rape_str,472,50.69980322,,,,,,,,,,,,,
CLUSTER_421,AD,legume_str,191,55.80962759,,,,,,,,,,,,,
CLUSTER_421,AD,maize_str,277.1,55.80962759,,,,,,,,,,,,,
CLUSTER_421,AD,rape_str,740.8,55.80962759,,,,,,,,,,,,,
CLUSTER_424,AD,legume_str,524.5,35.78548789,,,,,,,,,,,,,
CLUSTER_424,AD,maize_str,42.1,35.78548789,,,,,,,,,,,,,
CLUSTER_424,AD,rape_str,2239.8,35.78548789,,,,,,,,,,,,,
CLUSTER_430,AD,legume_str,108.18,41.47375064,,,,,,,,,,,,,
CLUSTER_430,AD,maize_str,59.93,41.47375064,,,,,,,,,,,,,
CLUSTER_430,AD,rape_str,1226,41.47375064,,,,,,,,,,,,,
CLUSTER_445,AD,legume_str,171.5,53.95551723,,,,,,,,,,,,,
CLUSTER_445,AD,maize_str,620.6,53.95551723,,,,,,,,,,,,,
CLUSTER_445,AD,rape_str,1059,53.95551723,,,,,,,,,,,,,
CLUSTER_449,AD,legume_str,67.55,47.96288123,,,,,,,,,,,,,
CLUSTER_449,AD,maize_str,119,47.96288123,,,,,,,,,,,,,
CLUSTER_449,AD,rape_str,2855,47.96288123,,,,,,,,,,,,,
CLUSTER_455,AD,legume_str,362.4,44.55657713,,,,,,,,,,,,,
CLUSTER_455,AD,maize_str,263.67,44.55657713,,,,,,,,,,,,,
CLUSTER_455,AD,rape_str,1213,44.55657713,,,,,,,,,,,,,
CLUSTER_46,AD,legume_str,245.44,43.65819013,,,,,,,,,,,,,
CLUSTER_46,AD,maize_str,216.072,43.65819013,,,,,,,,,,,,,
CLUSTER_46,AD,rape_str,1841.4,43.65819013,,,,,,,,,,,,,
CLUSTER_468,AD,legume_str,142.73,53.46753865,,,,,,,,,,,,,
CLUSTER_468,AD,maize_str,120,53.46753865,,,,,,,,,,,,,
CLUSTER_468,AD,rape_str,574.4,53.46753865,,,,,,,,,,,,,
CLUSTER_47,AD,rape_str,155,55.13877393,,,,,,,,,,,,,
CLUSTER_483,AD,legume_str,415.5,45.01104999,,,,,,,,,,,,,
CLUSTER_483,AD,maize_str,387.2,45.01104999,,,,,,,,,,,,,
CLUSTER_483,AD,rape_str,440.9,45.01104999,,,,,,,,,,,,,
CLUSTER_487,AD,beet_leaf,25760,6.515493797,,,,,,,,,,,,,
CLUSTER_487,AD,cattle_man,16400,6.515493797,,,,,,,,,,,,,
CLUSTER_487,AD,cattle_slu,2333,6.515493797,,,,,,,,,,,,,
CLUSTER_487,AD,clover_alfalfa_grass,3453,6.515493797,,,,,,,,,,,,,
CLUSTER_487,AD,horse_man,431.5,6.515493797,,,,,,,,,,,,,
CLUSTER_487,AD,legume_str,702.12,6.515493797,,,,,,,,,,,,,
CLUSTER_487,AD,maize_str,637.4,6.515493797,,,,,,,,,,,,,
CLUSTER_487,AD,rape_str,1529,6.515493797,,,,,,,,,,,,,
CLUSTER_49,AD,beet_leaf,9947,18.70183692,,,,,,,,,,,,,
CLUSTER_49,AD,legume_str,470.832,18.70183692,,,,,,,,,,,,,
CLUSTER_49,AD,maize_str,516.3,18.70183692,,,,,,,,,,,,,
CLUSTER_49,AD,rape_str,2778,18.70183692,,,,,,,,,,,,,
CLUSTER_491,AD,legume_str,275.7,32.26437519,,,,,,,,,,,,,
CLUSTER_491,AD,maize_str,50.9,32.26437519,,,,,,,,,,,,,
CLUSTER_491,AD,rape_str,1665,32.26437519,,,,,,,,,,,,,
CLUSTER_494,AD,legume_str,89.8,48.55483028,,,,,,,,,,,,,
CLUSTER_494,AD,maize_str,343.7,48.55483028,,,,,,,,,,,,,
CLUSTER_494,AD,rape_str,500.2,48.55483028,,,,,,,,,,,,,
CLUSTER_497,AD,legume_str,206.1,36.56854701,,,,,,,,,,,,,
CLUSTER_497,AD,maize_str,25.5,36.56854701,,,,,,,,,,,,,
CLUSTER_497,AD,rape_str,1290,36.56854701,,,,,,,,,,,,,
CLUSTER_506,AD,legume_str,340,31.13053658,,,,,,,,,,,,,
CLUSTER_506,AD,maize_str,146.4,31.13053658,,,,,,,,,,,,,
CLUSTER_506,AD,rape_str,1143,31.13053658,,,,,,,,,,,,,
CLUSTER_517,AD,legume_str,119.6,39.90015722,,,,,,,,,,,,,
CLUSTER_517,AD,maize_str,38.76,39.90015722,,,,,,,,,,,,,
CLUSTER_517,AD,rape_str,729.3,39.90015722,,,,,,,,,,,,,
CLUSTER_519,AD,legume_str,11.1,54.96942716,,,,,,,,,,,,,
CLUSTER_525,AD,legume_str,32.37,47.06842435,,,,,,,,,,,,,
CLUSTER_525,AD,maize_str,16.1,47.06842435,,,,,,,,,,,,,
CLUSTER_525,AD,rape_str,758,47.06842435,,,,,,,,,,,,,
CLUSTER_538,AD,legume_str,213.05,29.83162182,,,,,,,,,,,,,
CLUSTER_538,AD,maize_str,24.6,29.83162182,,,,,,,,,,,,,
CLUSTER_538,AD,rape_str,957,29.83162182,,,,,,,,,,,,,
CLUSTER_75,AD,legume_str,172.5,27.88266207,,,,,,,,,,,,,
CLUSTER_75,AD,maize_str,550.06,27.88266207,,,,,,,,,,,,,
CLUSTER_75,AD,rape_str,1046.1,27.88266207,,,,,,,,,,,,,
CLUSTER_80,AD,legume_str,346.7,38.90121743,,,,,,,,,,,,,
CLUSTER_80,AD,maize_str,115,38.90121743,,,,,,,,,,,,,
CLUSTER_80,AD,rape_str,3516,38.90121743,,,,,,,,,,,,,
CLUSTER_87,AD,legume_str,729,38.61399938,,,,,,,,,,,,,
CLUSTER_87,AD,maize_str,676.6,38.61399938,,,,,,,,,,,,,
CLUSTER_87,AD,rape_str,922.9,38.61399938,,,,,,,,,,,,,
CLUSTER_88,AD,legume_str,227.87,60.28105079,,,,,,,,,,,,,
CLUSTER_95,AD,legume_str,380.1,48.71422094,,,,,,,,,,,,,
CLUSTER_95,AD,maize_str,231.9,48.71422094,,,,,,,,,,,,,
CLUSTER_95,AD,rape_str,4774,48.71422094,,,,,,,,,,,,,
CLUSTER_97,AD,beet_leaf,10300,15.60646184,,,,,,,,,,,,,
CLUSTER_97,AD,cattle_man,4494,15.60646184,,,,,,,,,,,,,
CLUSTER_97,AD,horse_man,192.6213835,15.60646184,,,,,,,,,,,,,
CLUSTER_97,AD,legume_str,684.7,15.60646184,,,,,,,,,,,,,
CLUSTER_97,AD,maize_str,150.8,15.60646184,,,,,,,,,,,,,
CLUSTER_97,AD,rape_str,3629,15.60646184,,,,,,,,,,,,,
CLUSTER_102,AJ,cattle_man,1724,36.07861363,,,,,,,,,,,,,
CLUSTER_102,AJ,horse_man,961,36.07861363,,,,,,,,,,,,,
CLUSTER_108,AJ,horse_man,2893,42.14177095,,,,,,,,,,,,,
CLUSTER_11,AJ,cattle_man,3764.1,26.89144894,,,,,,,,,,,,,
CLUSTER_11,AJ,horse_man,1455,26.89144894,,,,,,,,,,,,,
CLUSTER_11,AJ,pig_man,23.6720704,26.89144894,,,,,,,,,,,,,
CLUSTER_112,AJ,cattle_man,13057,29.84386143,,,,,,,,,,,,,
CLUSTER_112,AJ,horse_man,1571,29.84386143,,,,,,,,,,,,,
CLUSTER_112,AJ,pig_man,508.8,29.84386143,,,,,,,,,,,,,
CLUSTER_113,AJ,cattle_man,1617,61.87863174,,,,,,,,,,,,,
CLUSTER_113,AJ,horse_man,513.4,61.87863174,,,,,,,,,,,,,
CLUSTER_114,AJ,cattle_man,3025,42.53548417,,,,,,,,,,,,,
CLUSTER_114,AJ,horse_man,632.9,42.53548417,,,,,,,,,,,,,
CLUSTER_114,AJ,pig_man,77.821,42.53548417,,,,,,,,,,,,,
CLUSTER_115,AJ,cattle_man,12403,51.88792744,,,,,,,,,,,,,
CLUSTER_115,AJ,horse_man,190.35,51.88792744,,,,,,,,,,,,,
CLUSTER_115,AJ,pig_man,276.8087,51.88792744,,,,,,,,,,,,,
CLUSTER_12,AJ,cattle_man,6212,35.10168815,,,,,,,,,,,,,
CLUSTER_12,AJ,horse_man,2496.5,35.10168815,,,,,,,,,,,,,
CLUSTER_12,AJ,pig_man,96.610847,35.10168815,,,,,,,,,,,,,
CLUSTER_120,AJ,horse_man,643.23,69.4917835,,,,,,,,,,,,,
CLUSTER_120,AJ,pig_man,313.972,69.4917835,,,,,,,,,,,,,
CLUSTER_133,AJ,horse_man,538.3,72.05778424,,,,,,,,,,,,,
CLUSTER_147,AJ,cattle_man,5220,16.94158902,,,,,,,,,,,,,
CLUSTER_147,AJ,cattle_slu,32950,16.94158902,,,,,,,,,,,,,
CLUSTER_147,AJ,horse_man,869.8,16.94158902,,,,,,,,,,,,,
CLUSTER_147,AJ,legume_str,68.23,16.94158902,,,,,,,,,,,,,
CLUSTER_147,AJ,pig_man,23.898,16.94158902,,,,,,,,,,,,,
CLUSTER_147,AJ,rape_str,506.3,16.94158902,,,,,,,,,,,,,
CLUSTER_15,AJ,cattle_man,7650,46.85347212,,,,,,,,,,,,,
CLUSTER_15,AJ,horse_man,5057,46.85347212,,,,,,,,,,,,,
CLUSTER_15,AJ,pig_man,68.319,46.85347212,,,,,,,,,,,,,
CLUSTER_167,AJ,cattle_man,16680,29.4068986,,,,,,,,,,,,,
CLUSTER_167,AJ,horse_man,1062.4,29.4068986,,,,,,,,,,,,,
CLUSTER_167,AJ,pig_man,722.3,29.4068986,,,,,,,,,,,,,
CLUSTER_168,AJ,cattle_man,4187,55.82136353,,,,,,,,,,,,,
CLUSTER_168,AJ,horse_man,2384,55.82136353,,,,,,,,,,,,,
CLUSTER_168,AJ,pig_man,426.892,55.82136353,,,,,,,,,,,,,
CLUSTER_18,AJ,cattle_man,14355,39.33027497,,,,,,,,,,,,,
CLUSTER_18,AJ,horse_man,809.7,39.33027497,,,,,,,,,,,,,
CLUSTER_18,AJ,pig_man,338.1159,39.33027497,,,,,,,,,,,,,
CLUSTER_185,AJ,horse_man,786.4,67.59060378,,,,,,,,,,,,,
CLUSTER_185,AJ,pig_man,183.43,67.59060378,,,,,,,,,,,,,
CLUSTER_188,AJ,horse_man,1732,67.9728098,,,,,,,,,,,,,
CLUSTER_19,AJ,cattle_man,13523,3.664791795,,,,,,,,,,,,,
CLUSTER_19,AJ,cattle_slu,80570,3.664791795,,,,,,,,,,,,,
CLUSTER_19,AJ,horse_man,1890,3.664791795,,,,,,,,,,,,,
CLUSTER_19,AJ,legume_str,163.01,3.664791795,,,,,,,,,,,,,
CLUSTER_19,AJ,pig_man,322.3,3.664791795,,,,,,,,,,,,,
CLUSTER_19,AJ,rape_str,1053,3.664791795,,,,,,,,,,,,,
CLUSTER_197,AJ,cattle_man,6600,14.97959961,,,,,,,,,,,,,
CLUSTER_197,AJ,cattle_slu,30490,14.97959961,,,,,,,,,,,,,
CLUSTER_197,AJ,horse_man,194.9,14.97959961,,,,,,,,,,,,,
CLUSTER_197,AJ,legume_str,64.6,14.97959961,,,,,,,,,,,,,
CLUSTER_197,AJ,rape_str,192,14.97959961,,,,,,,,,,,,,
CLUSTER_199,AJ,cattle_man,3629,32.96475625,,,,,,,,,,,,,
CLUSTER_199,AJ,horse_man,704,32.96475625,,,,,,,,,,,,,
CLUSTER_199,AJ,pig_man,341.399,32.96475625,,,,,,,,,,,,,
CLUSTER_21,AJ,cattle_man,11680,19.66004603,,,,,,,,,,,,,
CLUSTER_21,AJ,cattle_slu,60910,19.66004603,,,,,,,,,,,,,
